startt_uid,company-name,match_industry,match_sector,match_subsector
st-c-5736,Xponents,Financial Services & FinTech,Investment & Wealth Tech,Personal Finance Management
st-c-5739,xQ,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5740,XR Central,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-5741,XSI SEMICONDUCTORS,Technology & Digital Innovation,Hardware & Semiconductors,Semiconductor
st-c-5742,XSTOK,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5743,xto10x,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-5744,Xtrim,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-5745,Xylem AI,Healthcare & Life Sciences (MedTech & Biotech),Life Sciences & BioTech,Clinical Research Services
st-c-5746,Xylem Learning,Education & EdTech,EdTech,E-Learning Platforms
st-c-5747,XYXX,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5752,Yatra,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-5753,YatraChef,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-5755,yBANQ,Professional & Business Services,Consulting & Advisory Services,SMB Advisory Solutions
st-c-5756,Y-cook,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-5757,Yearbook Canvas,Education & EdTech,EdTech,Educational Apps & Mobile Learning
st-c-5758,Yellow Chimes,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5759,Yellow Metal,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-5760,yellow.ai,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-5761,Yellowdig,Education & EdTech,EdTech,E-Learning Platforms
st-c-5762,Yelo,Technology & Digital Innovation,Data & Analytics,Data Integration & ETL
st-c-5764,Yepme,Financial Services & FinTech,Web3 & Emerging Tech,Open Banking Platforms
st-c-5765,Yipeedo,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-5766,Ykrita Life Sciences,Healthcare & Life Sciences (MedTech & Biotech),Life Sciences & BioTech,Tissue Engineering
st-c-5767,YNOS Venture Engine,Technology & Digital Innovation,Data & Analytics,Business Intelligence
st-c-5770,Yofloor,Textiles & Apparel,FashionTech,Virtual & Augmented Reality Solutions
st-c-5771,Yogic Secrets,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-5772,Yogurt Labs,Technology & Digital Innovation,Hardware & Semiconductors,Mobile Devices & Components
st-c-5773,Yoho,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5774,Yojak,Manufacturing & Industry 4.0,Building & Construction Products,Building Materials Manufacturing
st-c-5775,Yolobus,Transportation & Logistics,Transportation Services,Public Transportation Tech
st-c-5776,YoloHealth,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-5778,Yostra,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Medical Devices & Equipment
st-c-5779,Yottaasys,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Predictive Maintenance Technology
st-c-5780,YOUKRAFT,Consumer Goods & Services,Household Products,Home Organization & Storage
st-c-5781,Your-Space,Real Estate & Construction,Flexible Space Solutions,Co-living Spaces
st-c-5782,YourBus,Transportation & Logistics,Transportation Services,Public Transportation Tech
st-c-5783,YourDOST,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Providers & Services,Mental Health Services
st-c-5784,YourGuy,Consumer Goods & Services,Fast-Moving Consumer Goods (FMCG),Convenience Goods
st-c-5785,YourOwnROOM,Real Estate & Construction,Smart Building Solutions,Smart Home/Office Technology
st-c-5786,YourPhysio,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Health Analytics & AI
st-c-5787,YourQuote,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-5789,YouTellMe,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Healthcare Marketplaces
st-c-5790,Youth4work,Financial Services & FinTech,Web3 & Emerging Tech,Tokenization Platforms
st-c-5791,YouthKiAwaaz,Entertainment & Media,Social & Digital Media,Digital News & Information
st-c-5792,YouVah,Education & EdTech,EdTech,E-Learning Platforms
st-c-5793,YPay,Financial Services & FinTech,Payments & Transaction Services,Payment Gateways
st-c-5794,Yu Foodlabs,Food & Beverage,Food Products & Processing,Ready-to-eat/Ready-to-cook
st-c-5796,Yufta,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5797,Yulu,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-5798,Yumigo,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5799,Yumist,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-5802,YUPPTV,Entertainment & Media,Media Production & Distribution,OTT Platforms
st-c-5804,Z2P,Education & EdTech,Vocational & Skills Training,Professional Certification Programs
st-c-5805,Zaara Biotech,Agriculture & AgriTech,AgriTech,Agricultural Biotechnology
st-c-5806,Zaggle,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-5807,Zakoopi,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5808,Zama Organics,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-5809,Zapdel,Retail & Digital Commerce,Niche E-Commerce Platforms,Pre-owned & Refurbished Marketplaces
st-c-5810,Zapkey,Real Estate & Construction,PropTech,Real Estate Transaction Platforms
st-c-5811,Zapluk,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-5812,Zappfresh,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-5813,Zappka,Technology & Digital Innovation,Emerging Technologies,5G Applications
st-c-5814,Zappyhire,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-5815,Zapr,Entertainment & Media,AdTech/MarTech,Event & Experiential Marketing
st-c-5816,Zapty,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-5817,Zapyle,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5818,Zarget,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5819,zbyte,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5820,Zebi,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5821,Zebpay,Financial Services & FinTech,Web3 & Emerging Tech,Blockchain & Cryptocurrency
st-c-5822,Zebroads,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-5823,Zecpe,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-5824,Zeda.io,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-5825,Zeeve,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5826,Zefo,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5827,Zeleno,Financial Services & FinTech,Investment & Wealth Tech,Wealth Management Solutions
st-c-5828,Zeliot,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5829,Zenatix,Energy & Utilities,Energy Technology & Innovation,Energy Analytics & Software
st-c-5830,zenda,Education & EdTech,EdTech,E-Learning Platforms
st-c-5831,Zendrive,Automotive & Components,Automotive Technology,Vehicle Telematics & Diagnostics
st-c-5832,Zenduty,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-5834,Zenify,Real Estate & Construction,Smart Building Solutions,Smart Home/Office Technology
st-c-5835,ZenOncoIO,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Health Analytics & AI
st-c-5836,Zenoti,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-5837,ZenParent,Consumer Goods & Services,Personal Products,Baby Care Products
st-c-5838,ZenRadius,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-5839,Zenskar,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-5840,Zentron Labs,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Computer-Aided Manufacturing (CAM)
st-c-5841,Zenwork,Professional & Business Services,Consulting & Advisory Services,SMB Advisory Solutions
st-c-5843,Zeotap,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-5846,Zeppery,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-5847,Zepto,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-5849,Zerodha,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-5850,Zerogons,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-5851,ZeroInfy,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5853,Zerone,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5854,Zerund Bricks,Manufacturing & Industry 4.0,Building & Construction Products,Building Materials Manufacturing
st-c-5855,ZestIoT,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-5856,ZestMoney,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-5857,Zeta,Financial Services & FinTech,Payments & Transaction Services,Remittance Platforms
st-c-5858,Zetwerk,Textiles & Apparel,Manufacturing & Supply Chain Innovation,Automated Production Systems
st-c-5859,ZEVO,Automotive & Components,Automotive Technology,EV Charging Infrastructure
st-c-5860,Ziffity,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5861,Ziffy Homes,Real Estate & Construction,Flexible Space Solutions,Co-living Spaces
st-c-5862,Zify,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5863,Zilingo,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5864,Zillious Solutions Private Ltd,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-5865,Zimyo,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-5866,Zingavita,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-5867,Zingbus,Transportation & Logistics,Transportation Services,Public Transportation Tech
st-c-5868,ZingHR,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-5869,Zinier,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-5870,ZipGo,Technology & Digital Innovation,Emerging Technologies,5G Applications
st-c-5871,Zipgrid,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-5872,ZiPi,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-5873,ZipLoan,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-5875,ZippMat,Real Estate & Construction,Construction Tech,Construction Management Software
st-c-5876,ZippServ,Real Estate & Construction,PropTech,Real Estate Transaction Platforms
st-c-5877,Zipteams,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5878,Ziptrrip,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-5879,Zivame,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5880,Zivy,Technology & Digital Innovation,Artificial Intelligence,AI Infrastructure & Tools
st-c-5883,Zluri,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-5884,Zo Rooms,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-5885,ZobHunger,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-5886,Zocalo,Real Estate & Construction,Smart Building Solutions,Smart Home/Office Technology
st-c-5887,Zocket,Entertainment & Media,AdTech/MarTech,Creative & Media Agencies
st-c-5888,Zoctr,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-5889,Zoff,Food & Beverage,Food & Beverage Technology,Food Safety & Traceability
st-c-5890,Zoho,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-5891,Zohraa,Textiles & Apparel,Apparel Brands & Retail,Luxury Lifestyle
st-c-5892,Zohraa Lifestyles,Textiles & Apparel,Apparel Brands & Retail,Luxury Lifestyle
st-c-5893,Zoivane Pets,Consumer Goods & Services,Consumer Products & Services,Pet Supplies
st-c-5894,Zoko,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-5895,Zolo,"Travel, Hospitality & Experiences",Hotel & Hospitality Tech,Hotel Tech & Property Management
st-c-5896,ZoloStays,"Travel, Hospitality & Experiences",Hotel & Hospitality Tech,Hotel Tech & Property Management
st-c-5897,Zolve,Financial Services & FinTech,Payments & Transaction Services,Cross-Border Payments
st-c-5898,Zomato,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5899,Zomentum,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-5901,Zoojoo.be,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-5902,ZoomCar,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-5903,ZoomIn,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5904,Zoomo,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-5905,Zoomtail Technologies,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5906,Zooty,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-5907,ZopHop,Technology & Digital Innovation,Enterprise Software & Services,IT Infrastructure Management
st-c-5908,ZopNow,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-5909,Zopper,Financial Services & FinTech,InsurTech,Digital Insurance Platforms
st-c-5910,ZotaLabs,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5911,Zouk,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-5913,Zuddl,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-5914,Zumbl,Entertainment & Media,Social & Digital Media,Social Media Platforms
st-c-5915,Zumutor Biologics,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Drug Delivery Systems
st-c-5916,ZunRoof,Energy & Utilities,Energy Equipment & Services,Energy Monitoring & Management
st-c-5917,Zupee,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-5918,Zuper,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-5923,Zvolv,Technology & Digital Innovation,Artificial Intelligence,AI Infrastructure & Tools
st-c-5924,Zwayam,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-5925,Zwitch,Financial Services & FinTech,Financial Infrastructure,API Banking
st-c-5927,Zyla Health,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Health Analytics & AI
st-c-5929,ZYNGO,Retail & Digital Commerce,Supply Chain & Distribution,Last-mile Delivery Solutions
st-c-5930,Zyod,Textiles & Apparel,Manufacturing & Supply Chain Innovation,Automated Production Systems
st-c-5931,Zype,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-5932,Zypp Electric,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-5934,Piramal Group,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Drug Delivery Systems
st-c-5935,Fourth Partner Energy,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-5939,FPL Technologies,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-5941,Arohan Financial,Financial Services & FinTech,InsurTech,Microinsurance
st-c-5942,Neuron7.ai,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-5943,MathCo,Technology & Digital Innovation,Data & Analytics,Business Intelligence
st-c-5944,Neysa,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-5946,Mstack,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Providers & Services,Specialized Care Services
st-c-5947,S3V Vascular Technologies,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Surgical Instruments & Supplies
st-c-5950,Logicserve Digital,Technology & Digital Innovation,Enterprise Software & Services,IT Services & Consulting
st-c-5952,Genesys International Corporation,Technology & Digital Innovation,Artificial Intelligence,Computer Vision
st-c-5953,Kutumb,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5955,Zovi,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5956,Zamp,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-5958,SVASTI,Financial Services & FinTech,Digital Lending & Neobanks,Microfinance Solutions
st-c-5959,Primus Senior Living,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Providers & Services,Home Healthcare Services
st-c-5961,Meragi,Entertainment & Media,AdTech/MarTech,Event & Experiential Marketing
st-c-5962,Ennoventure,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5963,Yatharth Super Speciality Hospitals,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Providers & Services,Ambulatory Services
st-c-5964,Millennium Babycares,Advanced Materials & Chemicals,Packaging Solutions,Industrial Packaging
st-c-5966,Boldfit,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5967,Mylab Discovery Solutions,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Remote Patient Monitoring
st-c-5969,Rite Water Solutions,CleanTech & Sustainability,Water Management,Water Treatment & Purification
st-c-5970,GroMo,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5971,Speakwell Enterprises,Education & EdTech,Vocational & Skills Training,Corporate Training
st-c-5972,EQUAL,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-5974,Gabit,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-5975,Soleos,Energy & Utilities,Energy Equipment & Services,Power Generation Equipment
st-c-5976,eDabba,Food & Beverage,Restaurant & Food Service,Cloud Kitchens
st-c-5979,Wondrlab,Entertainment & Media,AdTech/MarTech,Brand Management & PR
st-c-5980,XDLINX Space Labs,Aerospace & Defence,Aerospace Technology,Satellite Technology
st-c-5981,MediSage,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-5982,OTPless,Entertainment & Media,Media Production & Distribution,OTT Platforms
st-c-5983,Marut Drones,Agriculture & AgriTech,AgriTech,Drone Technology for Agriculture
st-c-5984,Eplane,Automotive & Components,Automotive Technology,Autonomous Vehicles (AV Tech)
st-c-5985,FermionIC Design,Technology & Digital Innovation,Hardware & Semiconductors,Semiconductor
st-c-5986,Stackr Labs,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-5987,Explurger,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-5989,Kimbal Technologies,CleanTech & Sustainability,Energy Tech,Smart Grid & Metering
st-c-5991,Advance Mobility,Automotive & Components,Automotive Technology,Advanced Driver Assistance Systems
st-c-5992,Icustommadeit,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-5994,Thesys,Technology & Digital Innovation,Enterprise Software & Services,Software Development
st-c-5995,C2i Semiconductors,Technology & Digital Innovation,Hardware & Semiconductors,Semiconductor
st-c-5996,Dawaa Dost,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Assistive Technology
st-c-5999,Inspire Co-Spaces,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-6001,Muse Wearables,Consumer Goods & Services,Consumer Electronics,Wearable Technology
st-c-6002,Maino.ai,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-6003,All Things Baby,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6004,Kindly His,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Providers & Services,Telemedicine Services
st-c-6005,AGNIT Semiconductors,Technology & Digital Innovation,Hardware & Semiconductors,Semiconductor
st-c-6006,Nexstem,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-6009,Board Infinity,Education & EdTech,EdTech,E-Learning Platforms
st-c-6010,Perceptyne,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Industrial Robotics & Automation
st-c-6011,Athina AI,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-6012,Doodhvale Farms,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-6013,Sugmya Finance,Energy & Utilities,Energy Technology & Innovation,Energy Blockchain Applications
st-c-6014,Fipola,Food & Beverage,Food Products & Processing,Specialty & Gourmet Foods
st-c-6015,Neo San,CleanTech & Sustainability,Waste Management & Recycling,E-Waste Management
st-c-6017,Adukale,Consumer Goods & Services,Fast-Moving Consumer Goods (FMCG),Convenience Goods
st-c-6018,Unmarshal,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6019,Claro Energy,Energy & Utilities,Energy Technology & Innovation,Distributed Energy Resources
st-c-6021,GREENWAY,Automotive & Components,Automotive Technology,Alternative Fuel Systems
st-c-6022,Abyom,Automotive & Components,Automotive Technology,Alternative Fuel Systems
st-c-6023,Juleo,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-6024,EUME,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-6025,StockEdge,Technology & Digital Innovation,Data & Analytics,Business Intelligence
st-c-6026,Pepo,Financial Services & FinTech,Web3 & Emerging Tech,Tokenization Platforms
st-c-6027,Induced AI,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-6028,Swara Fincare,Financial Services & FinTech,Financial Infrastructure,Banking-as-a-Service
st-c-6029,CashBook,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-6031,Mainstreet,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6033,Nayan,Automotive & Components,Automotive Technology,Autonomous Vehicles (AV Tech)
st-c-6034,Febi.ai,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-6035,Swish,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-6037,Savage,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-6038,Juice Up,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6039,REGRIP,Automotive & Components,Vehicle Manufacturing & OEMs,Passenger Vehicles Manufacturing
st-c-6041,BIGGUYS,Food & Beverage,Restaurant & Food Service,Specialty Food Services
st-c-6042,SuperKalam,Education & EdTech,EdTech,E-Learning Platforms
st-c-6043,Hanto,Real Estate & Construction,Flexible Space Solutions,Co-working / Managed Office Spaces
st-c-6045,FYN MOBILITY,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-6048,ZenStatement,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-6050,Latambarcem Brewers,Food & Beverage,Food & Beverage Technology,Brewing Equipment & Solutions
st-c-6054,Minkspay,Retail & Digital Commerce,Retail Technology,Point-of-Sale Solutions
st-c-6056,SkinInspired,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6057,the EleFant,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6059,Goodmylk,Food & Beverage,Food Products & Processing,Plant-based & Alternative Proteins
st-c-6060,SWIRL,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6061,Haeal,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6063,Machaxi,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-6064,India IVF,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-6066,Biofics,Textiles & Apparel,Sustainable Textiles,Regenerative Textile Approaches
st-c-6068,ICON,Manufacturing & Industry 4.0,Building & Construction Products,Prefabricated Components
st-c-6069,Flutrr,Technology & Digital Innovation,Emerging Technologies,5G Applications
st-c-6070,Peerlist,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-6071,SkyServe,Technology & Digital Innovation,Artificial Intelligence,Computer Vision
st-c-6073,GoKhana,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-6074,Homesfy,Professional & Business Services,Consulting & Advisory Services,Sales Enablement Services
st-c-6075,Wall,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6076,Supplified Technologies,Real Estate & Construction,Construction Tech,Sustainable Construction Solutions
st-c-6077,MedTrail,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Remote Patient Monitoring
st-c-6078,Bert Labs,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-6079,RoboFun Lab,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Industrial Robotics & Automation
st-c-6081,Oncare,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Providers & Services,Specialized Care Services
st-c-6082,IG Drones,Energy & Utilities,Energy Technology & Innovation,Energy Analytics & Software
st-c-6083,Datazip,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-6084,TableSprint,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-6085,ONGO Framework,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6087,Revenant Esports,Consumer Goods & Services,Consumer Electronics,Gaming Devices & Accessories
st-c-6088,Organic Kitchen,Food & Beverage,Food Products & Processing,Organic & Natural Foods
st-c-6089,Zostel,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-6090,Nephrocare India,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-6092,P10 Money,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-6093,Zintlr,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-6094,Chemarc,Advanced Materials & Chemicals,Specialty Chemicals,Electronic Chemicals
st-c-6095,Hipla Technologies,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-6097,Klaar,Education & EdTech,EdTech,E-Learning Platforms
st-c-6098,StampMyVisa,Financial Services & FinTech,Payments & Transaction Services,Remittance Platforms
st-c-6100,30 Sundays,"Travel, Hospitality & Experiences",TravelTech,Trip Planning & Itinerary Solutions
st-c-6101,Elever,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-6104,BON V Aero,Aerospace & Defence,Aerospace & Defence Systems,Drones
st-c-6105,Serigen Mediproducts,Healthcare & Life Sciences (MedTech & Biotech),Life Sciences & BioTech,Tissue Engineering
st-c-6106,Digimaze,Entertainment & Media,AdTech/MarTech,Digital Marketing Services
st-c-6109,WTF Gyms and Technology,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Wellness & Fitness Technology
st-c-6110,Wegilant,Technology & Digital Innovation,Cybersecurity,Network and Application Security
