startt-angel-id,investor-name,summary,confidence_score,data_quality_score,total_investments,location,processing_timestamp,,,,
st-ppa-1242,Vasant Sridhar,"Vasant Sridhar, with 14 years of experience as a cofounder at Bloodline Labs and OfBusiness, offers deep insights in AI and retail technology sectors. His investment focus includes Technology & Digital Innovation and Retail & Digital Commerce, demonstrated by backing companies like GreyLabs AI and Mistry.Store. Ideal for founders seeking strategic guidance and capital in these industries.

---

This summary emphasizes Sridhar's professional background, sector expertise, and specific value proposition to founders, aligning with the critical requirements provided.",0.823809524,1,7,,2025-05-25T19:31:19.398942,,,,
st-ppa-61,Ajay Srinivasan,"Ajay Srinivasan, with 34 years in finance leadership roles at ICICI Bank and Prudential ICICI Asset Management, offers strategic insights into Healthcare & Life Sciences. His recent investments in Emoha Elder Care and Gytree demonstrate a focus on Consumer Health & Wellness, providing founders access to seasoned expertise and capital for growth in these sectors globally.",0.557142857,1,2,,2025-05-25T19:31:25.212893,,,,
st-ppa-932,Ritesh Ritolia,"Ritesh Ritolia, a seasoned Managing Director at BCG with 13 years of leadership experience, offers strategic insights in Healthcare & Life Sciences. His investment focus on Consumer Health & Wellness, exemplified by ""What's Up Wellness,"" provides founders access to industry-specific expertise and credibility. Ideal for startups seeking capital and guidance within these sectors, leveraging his professional network and sector knowledge.",0.706349206,1.066666667,1,,2025-05-25T19:31:31.289260,,,,
st-ppa-60,Ajay Singh,"Ajay Singh, Chairman of Spicejet Limited with 10 years in leadership, is a strategic investor focused on Healthcare & Life Sciences, particularly MedTech & Biotech. His investment in Flebo highlights his commitment to Consumer Health & Wellness. Singh offers industry-specific insights and credibility, providing valuable guidance for founders seeking growth capital in these sectors.",0.63968254,1.066666667,1,,2025-05-25T19:31:36.803057,,,,
st-ppa-1129,Sreeraman Mohan Girija,"Sreeraman Mohan Girija, with 23 years of experience as a co-founder at Fynd (Shopsense Retail Technologies Ltd.), offers strategic insights in Technology & Digital Innovation. His investments focus on Healthcare & Life Sciences and Enterprise Software, providing targeted support for Consumer Health & Wellness startups. Active investor since 2020, he brings credibility and sector-specific expertise to founders seeking growth capital in these areas.",0.723809524,1,2,,2025-05-25T19:31:43.412288,,,,
st-ppa-286,Bhavik Koladiya,"Bhavik Koladiya offers strategic advisory experience from BharatPe, with current board involvement at OTPless. His focused investment in fintech, exemplified by PROBO MEDIA TECHNOLOGIES, provides sector-specific insights and credibility. Ideal for founders needing guidance in digital financial solutions, leveraging his 11 years of industry expertise.

(Note: Geographic relevance is not specified due to lack of data.)",0.568253968,0.666666667,1,,2025-05-25T19:31:49.488025,,,,
st-ppa-1280,Vikram Kailas,"Vikram Kailas, with 21 years in energy leadership at Mytrah Energy, offers strategic insights into scaling operations. His investment focus spans Food & Beverage and FinTech sectors, evidenced by stakes in Delight Foods and KarmaLife. Ideal for founders needing growth expertise in these industries, particularly within India's dynamic market landscape.",0.706349206,1.066666667,2,,2025-05-25T19:31:55.181894,,,,
st-ppa-1218,Uday Thakker,"Uday Thakker offers strategic insights in Retail & Digital Commerce, particularly Niche E-Commerce Platforms, with a proven track record investing in companies like HYPD and Zippee. His focus on Quick Commerce and Healthcare Technology provides targeted expertise for startups in these sectors, ensuring relevant guidance and capital infusion to drive growth.",0.511111111,0.666666667,3,,2025-05-25T19:32:00.426542,,,,
st-ppa-809,Puneet Deora,"Puneet Deora, with 23 years as Managing Director of Deoras Group, offers strategic insights in Technology & Digital Innovation and Healthcare Tech. His investment focus includes AI and MedTech, demonstrated by recent investments like Broomees and BugBase. Ideal for founders needing expertise in these sectors, particularly those targeting enterprise software solutions.

---

This summary highlights Puneet Deora's professional credibility, sector-specific expertise, and concrete value proposition to founders, while maintaining a concise and strategic tone.",0.606349206,1.066666667,3,,2025-05-25T19:32:07.172426,,,,
st-ppa-605,Meera Reddy,"Meera Reddy, with 22 years as MD at Sri Kausalya Constructions Limited, offers strategic insights in Professional & Business Services and Automotive Technology sectors. Her investment focus includes Office & Facilities Management and Automotive components, demonstrated by recent investments like BHIVE WORKSPACE and Plugzmart. Ideal for founders seeking capital in these industries, leveraging her deep sector expertise and active investment history.",0.607936508,0.933333333,2,,2025-05-25T19:32:13.052134,,,,
st-ppa-1201,Tanuj Shori,"Tanuj Shori, with 19 years in finance leadership at Nomura International plc and Square Yards, offers strategic insights into Financial Services & FinTech sectors. His investment focus on Investment & Wealth Tech provides founders access to a seasoned executive's network and expertise, particularly valuable for startups seeking capital in these industries.",0.561904762,1,1,,2025-05-25T19:32:18.342245,,,,
st-ppa-363,Dinesh Godara,"Dinesh Godara, with 21 years as a founder in edtech and fintech, offers strategic insights into technology-driven sectors like AI and Web3. His investment focus includes enterprise software and emerging tech, demonstrated by backing companies such as BankSathi and Conker World. Ideal for founders seeking capital in digital innovation across India.

---

This summary highlights Godara's professional credibility through his extensive founding experience, sector expertise in technology and fintech, and a clear value proposition for founders looking to innovate within these industries, particularly with geographic relevance to India.",0.873015873,1.066666667,4,,2025-05-25T19:32:26.103124,,,,
st-ppa-987,Sameer Khetrapal,"Sameer Khetrapal offers strategic insights in the Healthcare & Life Sciences sector, with a focused investment history in MedTech & Biotech, particularly Consumer Health & Wellness. His experience includes backing companies like NutriTap. While his geographic and stage preferences are not specified, his targeted expertise provides valuable guidance for founders seeking growth capital in these niche markets.",0.433333333,0.6,1,,2025-05-25T19:32:31.720335,,,,
st-ppa-296,Bikram Singh Bedi,"Bikram Singh Bedi, with 27 years in tech leadership at AWS and Google, offers strategic insights into cloud computing and infrastructure. His investment focus on technology & digital innovation provides founders access to a seasoned VP's expertise and network. Geographically relevant for APAC markets, he brings credibility from top-tier roles and a proven track record in high-growth sectors.

(Note: The summary is crafted based on the provided data, focusing on Bedi’s professional background, sector expertise, and investment focus.)",0.695238095,1,1,,2025-05-25T19:32:38.791221,,,,
st-ppa-763,Prakash Sangam,"Prakash Sangam, CEO of redBus with 11 years at the helm, brings strategic insights from leading roles in Bharti Airtel and Info Edge India. His investment focus is on MedTech & Biotech within Healthcare Providers & Services, demonstrated by his backing of Eka Care. Founders seeking healthcare sector expertise will find value in his proven track record and industry acumen.",0.546031746,0.933333333,1,,2025-05-25T19:32:44.742303,,,,
st-ppa-706,Nisaba Godrej,"Nisaba Godrej, with 25 years at Godrej Consumer Products Limited, offers strategic insights in consumer goods and niche e-commerce. Her investments focus on personal products and digital commerce platforms, evidenced by recent deals like The Mumum Co. and Hopscotch. Founders gain from her deep industry expertise and commitment to innovative retail solutions.

(Note: Geographic relevance not specified; assume global or India-focused based on Godrej's background.)",0.574603175,0.933333333,2,,2025-05-25T19:32:51.323849,,,,
st-ppa-8,Aarti Grover,"Aarti Grover, with 38 years of leadership at CMS Computers Limited (India), offers strategic insights in retail & digital commerce. Her investment focus on niche e-commerce platforms like MagicX provides targeted sector expertise and credibility. Ideal for founders needing guidance in Indian markets, she brings a deep understanding of industry dynamics to support growth.

- **Sector Expertise:** Retail & Digital Commerce
- **Geographic Focus:** India
- **Investment Pattern:** Niche E-Commerce Platforms",0.628571429,1,1,,2025-05-25T19:32:58.149183,,,,
st-ppa-770,Pranay Chulet,"Pranay Chulet, with 29 years in tech entrepreneurship (Quikr, Tarmack), offers strategic insights into technology & digital innovation sectors. His investment focus includes emerging technologies and manufacturing, providing targeted support for startups in these areas. Although recent activity is limited, his deep industry knowledge remains a valuable asset for founders seeking guidance and capital in relevant sectors.",0.728571429,1,2,,2025-05-25T19:33:04.080827,,,,
st-ppa-1089,Shripad Nadkarni,"Shripad Nadkarni, with 40 years in consumer goods & food/beverage sectors, offers strategic insights from roles at MarketGate Consulting and Hector Beverages. His recent investments focus on niche e-commerce platforms and household products, providing founders with industry-specific expertise and a proven track record of supporting growth-stage companies. Ideal for startups seeking seasoned guidance in these areas.",0.83968254,1.066666667,7,,2025-05-25T19:33:10.238428,,,,
st-ppa-146,Ankit Agrawal,"Ankit Agrawal, founder of InsuranceDekho with 18 years in finance and tech, offers strategic insights into digital innovation and healthcare technology investments. His recent focus includes cloud computing and niche e-commerce platforms, providing founders access to a seasoned network in these sectors. Geographically flexible, he's well-positioned for early-stage ventures seeking growth capital.

---

This summary emphasizes Ankit Agrawal’s professional credibility, specific sector expertise, and the strategic value he brings to founders, aligning with his investment patterns and geographic relevance.",0.773015873,1.066666667,7,,2025-05-25T19:33:17.688700,,,,
st-ppa-751,Prabhkiran Singh,"Prabhkiran Singh, with 24 years of experience as a founder and CEO Co-Founder at Bewakoof®, offers strategic insights in Retail & Digital Commerce, EdTech, and Quick Commerce. His investment pattern shows active engagement in niche e-commerce and edtech sectors, providing founders with industry-specific expertise and growth acceleration opportunities across India.",0.806349206,1.066666667,6,,2025-05-25T19:33:23.539526,,,,
st-ppa-663,Natarajan Ranganathan,"Natarajan Ranganathan, with 63 years of experience, is a seasoned founder at Foundation Partners, focusing on Consumer Goods & Services, Financial Infrastructure, and Investment & Wealth Tech sectors. His strategic insights in Personal Products and FinTech provide targeted support for growth-stage companies, particularly in India, offering founders access to a robust network and operational expertise.",0.873015873,1.066666667,5,,2025-05-25T19:33:30.155138,,,,
st-ppa-837,Rahul Mathur,"Rahul Mathur, with 9 years in insurtech and fintech, offers strategic insights from his roles at InsuranceDekho and DeVC. His investment focus includes AI and niche e-commerce platforms, demonstrated by backing companies like Bluelearn and Finsire. Mathur's expertise is invaluable for founders seeking capital in technology-driven sectors, particularly those targeting digital innovation.

(Note: Geographic relevance was not specified in the data provided.)",0.773015873,1.066666667,6,,2025-05-25T19:33:36.860048,,,,
st-ppa-564,Mahavir Sharma,"Mahavir Sharma demonstrates a strategic focus on FinTech, Retail Technology, and Web3 sectors with recent investments in companies like GetePay and WHISPERINGWOODS TECHNOLOGIES. His active investment pattern since 2022 highlights expertise in Professional & Business Services, offering founders valuable sector insights and capital for growth opportunities within these dynamic industries.",0.577777778,0.666666667,5,,2025-05-25T19:33:42.506029,,,,
st-ppa-445,Hemesh Singh,"Hemesh Singh, co-founder & CTO of Unacademy, brings deep EdTech insights with a track record in technology-driven education investments. His portfolio includes emerging tech and consumer health companies like Bolo and Newton School. Active since 2019, he offers strategic value to founders seeking growth capital in these sectors, leveraging his expertise for impactful guidance.

(Note: Geographic relevance is not specified due to lack of data.)",0.657142857,1,7,,2025-05-25T19:33:48.787831,,,,
st-ppa-1068,Sharad Sanghi,"Sharad Sanghi, with 34 years in tech leadership, offers strategic insights from roles at Netmagic Solutions and Neysa Networks. His investment focus is on AI and cloud infrastructure, demonstrated by recent investments like Sequretek and UptimeAI. Founders gain access to his deep industry expertise and a network of high-impact technology ventures, making him an invaluable partner for tech-driven startups seeking growth capital.",0.63968254,1.066666667,2,,2025-05-25T19:33:55.026273,,,,
st-ppa-21,Abhishek Acharya,"Abhishek Acharya offers strategic insights in retail & digital commerce, with a proven track record in niche e-commerce platforms like Rentsher. His 17 years at Philips and Wipro Technologies provide deep industry expertise. Ideal for founders targeting innovative e-commerce solutions, particularly those looking to scale within this sector. Geographically flexible, he brings credibility and focused investment experience.",0.514285714,0.8,1,,2025-05-25T19:34:00.697097,,,,
st-ppa-933,Rohan Ajila,"Rohan Ajila, Managing Partner at Capvent with 18 years of experience, specializes in niche e-commerce platforms. His strategic investments in retail & digital commerce, exemplified by Daaki, offer founders deep sector insights and tailored growth strategies. Geographically flexible, he provides focused value to early-stage startups seeking expertise-driven capital infusion.",0.496825397,0.866666667,1,,2025-05-25T19:34:06.029783,,,,
st-ppa-621,Mohit Goel,"Mohit Goel, with 13 years as Managing Director at Omaxe Limited, brings strategic insights into Financial Services & FinTech, CleanTech, and Healthcare sectors. His investments in Digital Lending, ClimateTech, and Consumer Health demonstrate a focus on innovation-driven growth. Founders seeking capital in these areas will benefit from his sector-specific expertise and proven investment track record.",0.661904762,1,4,,2025-05-25T19:34:12.021381,,,,
st-ppa-1230,Vaibhav Raj Gupta,"Vaibhav Raj Gupta, with 18 years in tech leadership at IBM and Goldman Sachs, is building Airblack. His strategic investments focus on cloud computing & infrastructure, evidenced by his recent backing of OptIQ. Gupta offers founders deep industry insights and a proven track record in technology innovation, making him an invaluable partner for growth-focused startups seeking capital in digital transformation sectors.",0.574603175,0.933333333,1,,2025-05-25T19:34:17.914324,,,,
st-ppa-458,Jagadeesh Atukuri,"Jagadeesh Atukuri is a focused FinTech investor with a keen interest in Web3 & Emerging Tech, demonstrated by his sole investment in SportZchain. His expertise lies in financial services innovation, offering strategic insights and sector-specific guidance. Although early-stage, his targeted approach provides valuable mentorship for founders looking to navigate the evolving tech landscape.",0.433333333,0.6,1,,2025-05-25T19:34:23.557538,,,,
st-ppa-35,Abhishek Verma,"Abhishek Verma, with 10 years as a co-founder & COO in tech startups like SupplyNote, offers strategic insights into AI-driven digital innovation. His investment focus includes cutting-edge companies such as BitScale, providing targeted support for technology ventures. Ideal for founders needing expertise and capital in the AI sector.

(Note: Geographic relevance is not specified due to lack of data.)",0.69047619,1,1,,2025-05-25T19:34:29.496835,,,,
st-ppa-975,Sairee Chahal,"Sairee Chahal, with 35 years of experience founding impactful companies like SHEROES and Mahila Money, brings deep expertise in consumer goods and construction tech sectors. As a Founding Partner at Appreciate Capital, she offers strategic insights into personal products and FMCG, focusing on recent investments in India's dynamic markets. Her proven track record supports founders with tailored growth strategies.

---

This summary emphasizes Chahal’s professional credibility, sector-specific expertise, and her investment focus, providing clear value to founders seeking capital in relevant industries and regions.",0.873015873,1.066666667,5,,2025-05-25T19:34:37.229748,,,,
st-ppa-1168,Sunder Nookala,"Sunder Nookala, with a proven track record as founder of Kwench (acquired by O.C. Tanner), offers strategic insights in technology & digital innovation. His investments focus on AI and niche e-commerce platforms, providing expertise in scaling tech-driven businesses. Ideal for founders seeking capital in these sectors globally.

---

This summary emphasizes Nookala's credibility through his successful acquisition experience, highlights his sector-specific investment focus, and underscores the value he brings to founders looking to scale technology-oriented ventures.",0.806349206,1.066666667,5,,2025-05-25T19:34:44.579225,,,,
st-ppa-1247,Venkat Raju,"Venkat Raju specializes in Technology & Digital Innovation, with a strong focus on Artificial Intelligence, Emerging Technologies, and Hardware & Semiconductors. His portfolio includes companies like Bobble AI and XSI SEMICONDUCTORS, demonstrating expertise in cutting-edge tech sectors. Ideal for founders seeking strategic guidance and investment in these high-growth areas, despite limited recent activity.

(Note: The summary is based on available data; specific geographic relevance or stage focus cannot be determined due to missing information.)",0.5,0.6,5,,2025-05-25T19:34:51.332708,,,,
st-ppa-655,Nandan Reddy,"Nandan Reddy, co-founder of Swiggy with 12 years' experience, offers strategic insights in the Gaming & Interactive Media sectors. His recent investments focus on Entertainment & Media, providing founders access to a seasoned entrepreneur's operational expertise and industry-specific knowledge. Ideal for startups seeking growth capital in these dynamic fields.

---

This summary emphasizes Nandan Reddy’s professional credibility through his co-founding role at Swiggy, highlights his sector expertise with specific investment patterns, and outlines the value he brings to founders looking to enter or expand within the Entertainment & Media sectors.",0.773015873,1.066666667,5,,2025-05-25T19:34:58.950645,,,,
st-ppa-1099,Siddharth Anand,"Siddharth Anand, with 19 years of experience as VP at Qualitest, specializes in Manufacturing & Industry 4.0, AI, and EdTech sectors. His portfolio includes Chakr Innovation and Drinkwell, demonstrating a strategic focus on technology-driven solutions. Founders seeking expertise in digital innovation and industry transformation will find his insights invaluable for scaling operations globally.

---

This summary highlights Siddharth Anand's professional credibility, sector-specific expertise, and the concrete value he offers to founders looking to innovate within these industries.",0.663492063,0.866666667,6,,2025-05-25T19:35:06.364427,,,,
st-ppa-1157,Sujayath Ali,"Sujayath Ali, with 22 years in founding roles at Voonik and ShopUp, offers strategic insights into Technology & Digital Innovation sectors. Her investment focus includes EdTech and Enterprise Software, demonstrated by backing companies like Kraftshala and Premagic. Founders gain from her operational expertise and commitment to Emerging Technologies, ensuring tailored support for growth-stage ventures.

---

This summary highlights Sujayath Ali's professional credibility through her extensive founding experience, specifies her sector expertise in technology and education, and underscores the value she provides by focusing on relevant industries and stages of investment.",0.873015873,1.066666667,6,,2025-05-25T19:35:14.357511,,,,
st-ppa-781,Prashant Pawar,"Prashant Pawar, with 13 years in finance, notably as Director at Houlihan Lokey SEA, offers strategic insights into the Agricultural Supply Chain sector. As CFO of Qoala, he brings a focused investment history in AgriTech, demonstrated by his backing of Semaai. His expertise is particularly valuable for founders seeking capital and guidance in agriculture-related ventures across Southeast Asia.",0.606349206,1.066666667,1,,2025-05-25T19:35:20.433935,,,,
st-ppa-1182,Sunny Bajaj,"Sunny Bajaj, with 16 years in compliance roles at CarDekho and Zomato, offers strategic insights into regulatory landscapes crucial for FinTech startups. As General Counsel at INDmoney, he brings expertise in Financial Services & FinTech sectors, focusing on Investment & Wealth Tech. His investment history includes active participation in IndMoney, providing founders with tailored legal guidance and compliance strategies to navigate complex financial regulations effectively.",0.63968254,1.066666667,1,,2025-05-25T19:35:26.817864,,,,
st-ppa-82,Alex Peter,"Alex Peter, with 26 years in leadership roles at The Quartile Company and Lummo, offers strategic insights into EdTech and Consumer Health sectors. As a Venture Partner at DeVC, he brings proven expertise from investments like Kafqa Academy. His background as a co-founder and CEO provides founders with valuable mentorship and sector-specific guidance, particularly relevant for early-stage startups in these industries.",0.861904762,1,2,,2025-05-25T19:35:33.100973,,,,
st-ppa-638,Mukul Agarwal,"Mukul Agarwal offers strategic insights in Entertainment & Media, Education & EdTech sectors with a recent investment velocity of 1.50 deals/year. His portfolio includes Fantasy Akhada and Speedlabs, demonstrating expertise in Social & Digital Media and EdTech. Ideal for founders seeking capital in these industries, especially those targeting innovative digital solutions.

(Note: Due to limited data on professional background and geographic relevance, this summary focuses on investment patterns and sector expertise.)",0.511111111,0.666666667,3,,2025-05-25T19:35:39.614986,,,,
st-ppa-303,Bunty Sajdeh,Limited data available for Bunty Sajdeh,0.1,0.1,0,,2025-05-25T19:35:41.419795,,,,
st-ppa-640,Mukul Malik,"Mukul Malik, with 22 years of experience founding Asset Yogi, specializes in Financial Services & FinTech. His recent investments include Vested Finance and Wint Wealth, showcasing a keen focus on Investment & Wealth Tech. Founders benefit from his strategic insights into fintech trends and capital allocation within this sector.

---

This summary emphasizes Malik's professional credibility, specific expertise in fintech, and the tangible value he offers to founders seeking investment in financial technology sectors.",0.623809524,1,2,,2025-05-25T19:35:47.534615,,,,
st-ppa-619,Mohit Agarwal,"Mohit Agarwal, with 22 years of experience founding Adda52.com and Emission Critical, offers strategic insights in EdTech. His investment focus includes EZYSCHOOLING, demonstrating a keen understanding of education technology trends. While geographically unspecified, his sector expertise provides valuable guidance for founders seeking growth capital in the EdTech space.",0.746031746,0.933333333,1,,2025-05-25T19:35:53.209845,,,,
st-ppa-192,Anusuya Roy,"Anusuya Roy, with 17 years of experience including a directorial role at Flipkart, is an angel investor focused on MedTech & Biotech within the healthcare sector. Her strategic investments in companies like Cora Health demonstrate her commitment to innovative health solutions. Founders can leverage her industry-specific expertise and credibility for impactful guidance and capital infusion in the healthcare space.",0.661904762,1,1,,2025-05-25T19:35:58.975151,,,,
st-ppa-1131,Sridhar Sankararaman,"Sridhar Sankararaman brings 46 years of leadership across diverse sectors, notably in Consumer Goods & Services and Retail & Digital Commerce. With a focus on Household Products and Niche E-Commerce Platforms, his investments like Koparo Clean and Licious demonstrate strategic insight into scalable consumer brands. His active investment history offers founders access to seasoned expertise and growth-oriented capital.

(Note: Geographic relevance is not specified due to lack of data.)",0.806349206,1.066666667,2,,2025-05-25T19:36:05.995992,,,,
st-ppa-331,Deepak Garg,"Deepak Garg offers strategic insights with 33 years in tech and logistics, founding RIVIGO and AnywhereJobs. As a National Start-Up Advisory Council member, he provides credibility and sector-specific expertise. His investment focus includes transportation services and emerging technologies, with recent activity in companies like FRESH BUS. Ideal for founders seeking capital in these sectors, particularly within India.

---

This summary highlights Deepak Garg's professional background, specific industry expertise, and current relevance to founders looking for strategic investments in the technology and logistics sectors, especially within the Indian market.",0.773015873,1.066666667,2,,2025-05-25T19:36:13.659202,,,,
st-ppa-1039,Satish Grampurohit,"Satish Grampurohit, with 40 years in tech leadership, co-founded Cogniquest AI, focusing on emerging technologies. His investment history includes ReadyAssist, emphasizing technology & digital innovation. Founders gain strategic insights and sector-specific expertise from his deep experience in fintech and investment tech, enhancing credibility and growth potential for startups seeking capital in these domains.",0.861904762,1,2,,2025-05-25T19:36:19.940597,,,,
st-ppa-393,Gaurav Ajmera,"Gaurav Ajmera, with 16 years of experience including founding Vetic, offers strategic insights in retail & digital commerce and technology innovation. His investments focus on niche e-commerce platforms and enterprise software, evidenced by backing companies like PRODO and Reevoy. Ajmera's expertise is valuable for founders seeking growth capital in these sectors, providing industry-specific guidance and credibility.

(Note: Geographic relevance not specified; adjust if location data becomes available.)",0.646031746,0.933333333,2,,2025-05-25T19:36:26.534054,,,,
st-ppa-160,Ankur Mittal,"Ankur Mittal, with 32 years in finance and venture capital, co-founded Inflection Point Ventures, focusing on Healthcare & Life Sciences, EdTech, and AI. His strategic investment pattern includes recent activity in Consumer Health, AI, and Waste Management. Founders gain from his deep sector expertise and proven track record of nurturing high-potential startups across diverse industries.",0.83968254,1.066666667,17,,2025-05-25T19:36:32.695212,,,,
st-ppa-526,Kris Gopalakrishnan,"Kris Gopalakrishnan, co-founder of Infosys with 33 years at the helm, now chairs Axilor Ventures. His expertise in Technology & Digital Innovation, AI, and Cloud Computing offers strategic guidance and robust networks. With a consistent investment pattern since 2015, he provides valuable insights for founders targeting digital transformation across global markets.

---

This summary highlights Gopalakrishnan's credibility through his Infosys background, emphasizes his sector-specific expertise, and underscores the value he brings to founders in relevant industries and geographies.",0.723809524,1,64,,2025-05-25T19:36:40.612200,,,,
st-ppa-1269,Vikas Bagaria,"Vikas Bagaria, with 65 years of experience founding companies like Pee Safe and SafetyKart.com, offers strategic insights in FashionTech and Healthcare Technology. His investment focus includes MedTech & Biotech, aligning with founders needing expertise in these sectors. Recent activity indicates a keen interest in innovative startups, providing valuable mentorship and capital access.

(Note: Geographic relevance is not specified in the provided data.)",0.873015873,1.066666667,9,,2025-05-25T19:36:47.332053,,,,
st-ppa-1258,Vidit Aatrey,"Vidit Aatrey, a founding angel at The/Nudge Institute with 7 years of experience, offers strategic insights in Technology & Digital Innovation, EdTech, and FinTech. His portfolio includes successful investments like Bluelearn and AlmaBetter, demonstrating expertise in Enterprise Software and Investment Tech. Active investor since 2020, he provides valuable mentorship and capital for tech-driven startups seeking growth.

---

This summary highlights Vidit Aatrey's professional credibility, sector-specific expertise, and the tangible value he offers to founders, focusing on his active investment history and relevant industry focus.",0.807936508,0.933333333,29,,2025-05-25T19:36:55.259551,,,,
st-ppa-86,Alok Goel,"Alok Goel, with 25 years in tech leadership at Google and Adobe, co-founded Drivetrain as CEO/CFO. His investments focus on Food & Beverage Tech, Social Media, and InsurTech, demonstrating a keen eye for innovative sectors. Founders gain strategic insights from his extensive C-suite experience and recent active investment history, making him an invaluable partner in these industries globally.",0.83968254,1.066666667,4,,2025-05-25T19:37:01.385686,,,,
st-ppa-830,Rahul Chari,"Rahul Chari, with 27 years in tech leadership (CTO at PhonePe), offers strategic insights into EdTech and niche e-commerce investments. His portfolio includes Bzaar and Kalvi, reflecting a focus on digital innovation and skills training. As a founding angel at The/Nudge Institute, he provides credibility and sector-specific guidance to founders seeking growth capital.

(Note: Geographic relevance is not specified in the data provided.)",0.873015873,1.066666667,5,,2025-05-25T19:37:08.024689,,,,
st-ppa-1219,Umang Bedi,"Umang Bedi, with 33 years in tech leadership at Intuit, Adobe, Facebook, and VerSe Innovation, offers strategic insights into EdTech and FashionTech sectors. His investment focus includes Textiles & Apparel and Food & Beverage Technology, evidenced by recent deals like Kafqa Academy. Ideal for founders seeking guidance in these industries across India and emerging markets.

---

This summary highlights Umang Bedi's extensive leadership experience, specific sector expertise, and relevant geographic focus, providing a clear value proposition for founders looking to enter or expand within the EdTech and FashionTech sectors.",0.873015873,1.066666667,5,,2025-05-25T19:37:16.089550,,,,
st-ppa-396,Gaurav Bhalotia,"Gaurav Bhalotia, with 25 years in tech leadership and founding Millioneyes Healthcare Technologies, offers strategic insights into MedTech & Biotech sectors. His investment focus includes TravelTech and Real Estate, evidenced by backing companies like Docwise and StayAbode. Founders gain from his engineering expertise and sector-specific knowledge, enhancing credibility and growth potential without recent activity constraints.

(Note: Geographic relevance is not specified in the data provided.)",0.812698413,0.933333333,5,,2025-05-25T19:37:22.856923,,,,
st-ppa-1235,Varakumar Namburu,"Varakumar Namburu, with a strong track record in Technology & Digital Innovation, Retail & Digital Commerce, and Healthcare sectors, offers strategic insights into AI, niche e-commerce, and pharmaceuticals. His recent investments include APPEQ.AI and Ayu Health, demonstrating active engagement in cutting-edge markets. Founders seeking capital in these areas will benefit from his focused expertise and investment velocity of 2.67 deals/year.",0.511111111,0.666666667,8,,2025-05-25T19:37:29.189010,,,,
st-ppa-225,Ashish Dave,"Ashish Dave, with 5 years at Zomato as an investor, brings deep insights into Financial Services & FinTech, Technology & Digital Innovation, and Retail & Digital Commerce sectors. His focus on InsurTech and Emerging Technologies offers strategic value for tech-driven startups in India seeking growth capital, backed by a consistent investment pattern of 2.50 deals/year since 2021.",0.574603175,0.933333333,5,,2025-05-25T19:37:35.176836,,,,
st-ppa-467,Jaspreet Bindra,"Jaspreet Bindra offers strategic insights from his Microsoft leadership in India, with a strong track record in technology and digital innovation sectors. His investments focus on emerging technologies and niche e-commerce platforms like MyPoolin and Meesho. Ideal for founders targeting tech-driven growth in India, Bindra provides valuable industry expertise and credibility.

---

This summary highlights Jaspreet Bindra's professional background, sector expertise, investment patterns, and geographic relevance, providing a concise value proposition for founders seeking his investment.",0.861904762,1,5,,2025-05-25T19:37:42.522011,,,,
st-ppa-57,Ajay Piramal,"Ajay Piramal, Chairman of Piramal Enterprises Limited with 41 years' experience, offers strategic insights in healthcare and consumer sectors. His investment in MISTER HOMECARE SERVICES highlights a focus on scalable service models. Founders can leverage his deep industry expertise and established credibility for growth-oriented capital infusion.

(Note: The analysis is based on available data as of May 2025.)",0.485714286,0.6,1,,2025-05-25T19:37:48.497430,,,,
st-ppa-858,Rajesh Gupta,"Rajesh Gupta offers strategic growth insights with a proven track record in operational leadership across diverse sectors, including technology & digital innovation. His investments in AI and hardware semiconductors through Sapio Analytics and Hobit demonstrate targeted sector expertise. Ideal for founders needing guidance in scaling tech ventures, leveraging his 12 years of directorial experience to drive impactful growth strategies.

(Note: Geographic relevance is not specified; adjust as needed based on additional data.)",0.723809524,1,2,,2025-05-25T19:37:55.327701,,,,
st-ppa-935,Rohan Jain,"Rohan Jain, Co-Founder of The Wellness Co., brings 5 years of experience with a focused investment in Retail Technology, notably backing Frendy. His expertise lies in Retail & Digital Commerce, offering strategic insights and credibility for founders targeting similar sectors. Geographically flexible, Jain's recent activity positions him as an ideal investor for retail-focused startups seeking growth capital.

---

This summary highlights Rohan Jain’s professional background, sector-specific investment focus, and the value he offers to founders looking for expertise in Retail & Digital Commerce.",0.69047619,1,1,,2025-05-25T19:38:02.516709,,,,
st-ppa-522,Kirti Jangra,"Kirti Jangra, with 5 years as Co-Founder & COO of Animall Technologies, offers deep insights into technology and digital innovation sectors. Her investment in enterprise software aligns with her professional background, providing strategic guidance for tech startups. Geographically flexible, she brings credibility from diverse industry experiences to support founders seeking growth capital in the tech space.",0.723809524,1,1,,2025-05-25T19:38:08.444597,,,,
st-ppa-721,Nitin Sethi,"Nitin Sethi, CEO of Aon Consulting India & South Asia, offers strategic insights in Financial Services & FinTech with a proven track record at RIVIGO and ONEBANC. His expertise in Digital Lending & Neobanks provides targeted value for founders in the Indian market seeking growth capital and sector-specific guidance.",0.563492063,0.866666667,1,,2025-05-25T19:38:13.899558,,,,
